City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,cam ranh,11.9214,109.1591,80.56,78,0,0.0,VN,1684882666
366,wafangdian,39.6183,122.0081,66.02,41,100,5.79,CN,1684882667
367,kristiansund,63.1115,7.732,45.25,81,75,3.44,NO,1684882520
368,katsuren-haebaru,26.3369,127.8719,67.98,88,0,6.91,JP,1684882669
369,arraial do cabo,-22.9661,-42.0278,73.26,83,20,8.05,BR,1684882671
370,san jose iturbide,21.0,-100.3833,83.66,38,74,4.74,MX,1684882672
371,ketchikan,55.3422,-131.6461,63.07,42,0,9.22,US,1684882673
372,puerto rico,-26.796,-55.024,69.76,77,0,3.24,AR,1684882398
373,remire-montjoly,4.9167,-52.2667,78.84,83,0,3.44,GF,1684882565
374,altay,47.8667,88.1167,49.26,50,1,6.82,CN,1684882678
375,mockrehna,51.5076,12.8142,51.57,79,99,12.15,DE,1684882680
376,ancud,-41.8697,-73.8203,49.08,85,72,28.59,CL,1684882682
377,dokkum,53.3222,5.997,47.46,87,40,6.91,NL,1684882683
378,galesong,-5.3166,119.3661,73.42,79,96,5.21,ID,1684882684
379,machico,32.7,-16.7667,66.36,75,75,8.05,PT,1684882685
380,tsiombe,-25.3,45.4833,61.07,66,1,1.81,MG,1684882670
381,margate,51.3813,1.3862,48.7,76,98,1.99,GB,1684882688
382,beltran,-27.8291,-64.061,79.57,67,93,15.17,AR,1684882689
383,westport,41.1415,-73.3579,61.36,60,0,10.36,US,1684882393
384,sohar,24.3643,56.7468,90.27,46,99,3.62,OM,1684882692
385,le vauclin,14.5452,-60.8388,80.65,78,50,5.75,MQ,1684882639
386,cozumel,20.5083,-86.9458,87.48,68,75,11.5,MX,1684882601
387,kone,-21.0595,164.8658,74.88,50,8,7.65,NC,1684882696
388,trincomalee,8.5711,81.2335,80.37,82,3,11.54,LK,1684882697
389,boone,39.0334,-92.3335,82.4,58,12,5.84,US,1684882675
390,mount pearl,47.5166,-52.7813,35.91,92,100,13.8,CA,1684882699
391,quellon,-43.1167,-73.6167,52.05,76,100,25.32,CL,1684882702
392,darjiling,27.0333,88.2667,51.93,81,100,5.08,IN,1684882703
393,siwa oasis,29.2041,25.5195,77.7,29,36,7.4,EG,1684882704
394,maragogi,-9.0122,-35.2225,77.68,86,18,10.69,BR,1684882706
395,hovd,48.0056,91.6419,45.25,54,23,4.07,MN,1684882707
396,arapgir,39.0412,38.4952,56.89,63,13,3.31,TR,1684882708
397,mor,47.3779,18.2035,60.19,96,100,10.92,HU,1684882709
398,saint-gilles,43.6766,4.4302,67.1,77,0,9.22,FR,1684882711
399,ak'ordat,15.5486,37.8867,88.34,30,0,3.53,ER,1684882712
400,juchipila,21.4167,-103.1167,93.81,15,41,11.68,MX,1684882713
401,nizhniy ingash,56.2,96.53,40.19,78,85,12.48,RU,1684882714
402,bogatynia,50.9075,14.9563,51.67,94,100,4.0,PL,1684882716
403,port macquarie,-31.4333,152.9167,55.89,55,15,4.0,AU,1684882717
404,george town,5.4112,100.3354,82.35,78,20,3.44,MY,1684882718
405,acajutla,13.5928,-89.8275,86.58,64,100,7.56,SV,1684882719
406,nemuro,43.3236,145.575,40.37,85,100,19.28,JP,1684882721
407,aichach,48.4576,11.1341,55.87,94,99,5.5,DE,1684882722
408,sorsk,54.0033,90.2467,45.25,64,30,8.55,RU,1684882723
409,fregenal de la sierra,38.1692,-6.6537,50.41,95,76,4.07,ES,1684882724
410,magadan,59.5667,150.8,40.53,99,100,7.34,RU,1684882727
411,flying fish cove,-10.4217,105.6791,76.68,88,75,8.05,CX,1684882728
412,palu,-0.8917,119.8707,77.97,92,96,1.95,ID,1684882729
413,lubartow,51.4603,22.6095,57.63,69,100,7.72,PL,1684882731
414,punta del este,-34.9667,-54.95,67.91,91,0,5.01,UY,1684882732
415,cooma,-36.2333,149.1333,45.5,46,29,1.43,AU,1684882733
416,cadale,2.7603,46.3222,80.19,85,96,10.22,SO,1684882533
417,fortuna,40.5982,-124.1573,59.41,69,20,20.71,US,1684882735
418,zhaoqing,23.0512,112.4597,78.82,99,100,3.44,CN,1684882737
419,itapirapua,-15.8233,-50.6133,71.74,46,89,4.92,BR,1684882738
420,thunder bay,48.4001,-89.3168,51.71,87,100,10.36,CA,1684882739
421,hirara,24.8,125.2833,70.07,88,75,3.44,JP,1684882742
422,sirte,31.2089,16.5887,66.58,80,30,19.82,LY,1684882744
423,dawson creek,55.7666,-120.2362,46.04,81,100,3.44,CA,1684882702
424,taltal,-25.4,-70.4833,62.92,82,27,0.18,CL,1684882748
425,mollendo,-17.0231,-72.0147,66.06,85,64,8.08,PE,1684882749
426,kisanga,-7.4362,37.7034,71.37,96,97,0.54,TZ,1684882751
427,paradip garh,20.3167,86.6167,83.01,90,32,14.54,IN,1684882752
428,cold lake,54.4502,-110.2017,57.15,67,75,25.32,CA,1684882703
429,itoman,26.1247,127.6694,73.24,67,20,8.05,JP,1684882755
430,katsuura,35.1333,140.3,60.46,70,85,10.49,JP,1684882650
431,hadibu,12.65,54.0333,84.16,72,28,6.49,YE,1684882732
432,lodwar,3.1191,35.5973,84.83,48,73,14.03,KE,1684882758
433,lihue,21.9789,-159.3672,78.4,79,100,11.5,US,1684882707
434,bykovo,55.6361,38.0803,60.22,82,0,4.47,RU,1684882761
435,obihiro,42.9172,143.2044,51.44,69,78,3.47,JP,1684882762
436,lahad datu,5.0268,118.327,76.75,91,98,1.45,MY,1684882763
437,boras,57.721,12.9401,52.0,94,95,5.61,SE,1684882765
438,ta`u,-14.2336,-169.5144,81.12,81,58,10.11,AS,1684882766
439,santa marta,11.2408,-74.199,89.65,70,20,10.36,CO,1684882658
440,ulety,51.3572,112.4849,50.47,54,1,9.89,RU,1684882768
441,fort bragg,35.139,-79.006,75.69,33,20,14.97,US,1684882770
442,keetmanshoop,-26.5833,18.1333,63.52,17,6,6.91,NA,1684882529
443,sudzha,51.1976,35.2726,54.1,95,33,1.99,RU,1684882774
444,cabedelo,-6.9811,-34.8339,79.47,86,29,13.56,BR,1684882775
445,usogorsk,63.4106,48.6872,53.67,87,82,3.67,RU,1684882776
446,taksimo,56.3444,114.8794,48.31,51,53,2.39,RU,1684882778
447,kailua-kona,19.6406,-155.9956,79.38,76,100,9.22,US,1684882718
448,mugia,43.1041,-9.2179,59.99,87,3,25.75,ES,1684882780
449,las khorey,11.1595,48.1967,85.8,74,100,6.93,SO,1684882781
450,maridi,4.9158,29.4742,65.03,94,39,4.09,SS,1684882783
451,suarez,2.954,-76.6964,69.71,98,97,2.06,CO,1684882784
452,holualoa,19.6228,-155.9522,75.36,78,100,9.22,US,1684882524
453,aldinga beach,-35.2793,138.4604,54.12,77,20,11.56,AU,1684882786
454,gedo,9.0167,37.45,55.6,87,100,0.13,ET,1684882788
455,turpan,42.9333,89.1667,71.37,18,2,2.89,CN,1684882739
456,tutoia,-2.7619,-42.2744,79.21,88,29,7.05,BR,1684882790
457,tamanrasset,22.785,5.5228,78.71,21,0,11.5,DZ,1684882791
458,port saint john's,-31.6229,29.5448,61.32,64,3,6.38,ZA,1684882672
459,sarmiento,-45.5882,-69.07,46.44,46,4,12.15,AR,1684882794
460,san vicente de chucuri,6.881,-73.4098,78.17,96,100,1.39,CO,1684882796
461,labrador city,52.9463,-66.9114,55.31,33,100,20.71,CA,1684882797
462,tenabo,20.05,-90.2333,87.8,45,78,8.34,MX,1684882799
463,muhos,64.808,25.9931,53.38,94,91,6.24,FI,1684882717
464,selfoss,63.9331,-20.9971,38.05,71,98,33.33,IS,1684882801
465,al bawiti,28.3492,28.8659,72.12,39,0,9.31,EG,1684882724
466,nuuk,64.1835,-51.7216,29.88,80,97,25.01,GL,1684882814
467,bei'an,24.5399,109.533,67.39,94,100,2.57,CN,1684882823
468,dapa,9.7594,126.0531,83.19,77,100,8.21,PH,1684882828
469,santiago,-33.4569,-70.6483,56.21,81,75,12.66,CL,1684882680
470,malanje,-9.5402,16.341,66.09,56,66,1.83,AO,1684882830
471,colchani,-20.3,-66.9333,40.21,28,0,4.34,BO,1684882832
472,satna,24.5833,80.8333,91.15,23,48,3.56,IN,1684882833
473,aweil,8.7682,27.4002,84.61,50,16,7.83,SS,1684882834
474,kodinar,20.7903,70.7031,80.56,81,31,10.87,IN,1684882836
475,oliveira dos brejinhos,-12.3169,-42.8961,77.79,57,97,5.44,BR,1684882838
476,tenno,39.9,139.9667,52.81,66,2,12.28,JP,1684882840
477,benjamin constant,-4.3831,-70.0311,78.85,83,40,5.75,BR,1684882841
478,guerrero negro,27.9769,-114.0611,62.71,75,11,15.52,MX,1684882842
479,zephyrhills,28.2336,-82.1812,78.13,79,40,13.8,US,1684882844
480,malpica,43.3228,-8.8105,59.72,69,4,29.64,ES,1684882846
481,borzya,50.3833,116.5167,56.03,37,54,13.02,RU,1684882847
482,xining,36.6167,101.7667,51.48,55,81,0.98,CN,1684882557
483,portage la prairie,49.9728,-98.2926,69.17,46,75,19.57,CA,1684882850
484,volodarskiy,46.4013,48.5409,62.55,62,40,2.95,RU,1684882852
485,mazagao,-0.115,-51.2894,82.45,90,75,3.09,BR,1684882853
486,madimba,-10.4,40.3333,75.42,85,77,10.0,TZ,1684882854
487,yuzhnoural'sk,54.4418,61.2536,56.91,43,14,3.8,RU,1684882856
488,cidade velha,14.9167,-23.6167,73.87,73,20,18.41,CV,1684882857
489,tomatlan,19.9333,-105.25,93.78,33,52,11.97,MX,1684882858
490,geneina,13.45,22.45,86.27,23,14,3.04,SD,1684882860
491,balnearia,-31.0088,-62.6673,70.81,90,98,5.99,AR,1684882861
492,port augusta,-32.5,137.7667,54.84,56,30,7.87,AU,1684882864
493,pangody,65.85,74.4859,34.2,77,23,4.79,RU,1684882865
494,erenhot,43.6475,111.9767,61.74,45,100,29.04,CN,1684882582
495,joshimath,30.5667,79.5667,65.01,66,99,1.19,IN,1684882868
496,hell-ville,-13.4,48.2667,78.37,75,52,4.45,MG,1684882869
497,bikin,46.8161,134.26,61.48,64,86,8.25,RU,1684882871
498,tynda,55.1667,124.7167,44.42,68,100,3.67,RU,1684882872
499,lorengau,-2.0226,147.2712,80.31,83,100,6.76,PG,1684882874
500,pitea,65.3172,21.4794,44.69,80,89,4.03,SE,1684882875
501,prince rupert,54.3161,-130.3201,53.47,78,0,21.85,CA,1684882831
502,chui,-33.6971,-53.4616,64.44,87,92,6.29,UY,1684882878
503,bandarbeyla,9.4942,50.8122,81.48,82,79,11.05,SO,1684882879
504,pingdingshan,33.7385,113.3012,61.43,82,100,5.32,CN,1684882880
505,bardai,11.65,7.2333,85.24,51,87,9.57,NG,1684882848
506,biloela,-24.4167,150.5,66.9,52,0,9.71,AU,1684882883
507,yuzhno-kurilsk,44.0306,145.8556,42.1,79,100,8.08,RU,1684882672
508,ubon ratchathani,15.1667,105.1667,76.89,70,97,3.6,TH,1684882885
509,carutapera,-1.195,-46.02,77.04,93,77,5.23,BR,1684882887
510,warrnambool,-38.3833,142.4833,54.77,71,91,16.69,AU,1684882882
511,requena,39.4883,-1.1004,52.52,89,78,2.75,ES,1684882889
512,kerikeri,-35.2268,173.9474,61.92,72,2,10.83,NZ,1684882882
513,jizzax,40.1158,67.8422,68.04,41,4,2.44,UZ,1684882618
514,praia,14.9215,-23.5087,73.94,73,20,18.41,CV,1684882893
515,saint-pierre,-21.3393,55.4781,74.8,73,100,2.3,RE,1684882894
516,yermolayevo,52.7167,55.8,58.96,56,25,4.92,RU,1684882896
517,san ramon,37.7799,-121.978,68.29,57,0,16.11,US,1684882783
518,swakopmund,-22.6833,14.5333,54.99,91,0,1.99,NA,1684882888
519,metkovic,43.0542,17.6483,62.47,78,12,2.8,HR,1684882899
520,north bend,43.4065,-124.2243,59.32,66,0,23.02,US,1684882901
521,porto novo,6.4965,2.6036,84.02,86,89,5.41,BJ,1684882902
522,mingguang,32.7802,117.9638,66.06,35,100,10.31,CN,1684882903
523,yendi,9.4427,-0.0099,82.49,69,57,8.37,GH,1684882905
524,micheweni,-4.9667,39.8333,79.09,83,6,11.14,TZ,1684882849
525,ca mau,9.1769,105.15,79.79,84,100,4.23,VN,1684882907
526,collie,-33.3667,116.15,49.98,87,100,5.48,AU,1684882908
527,huangmei,30.1924,116.025,63.1,94,100,3.44,CN,1684882910
528,tazacorte,28.629,-17.9293,63.14,86,100,3.44,ES,1684882886
529,mandalgovi,45.7625,106.2708,49.71,72,100,13.2,MN,1684882912
530,conception bay south,47.4999,-52.9981,36.39,92,100,17.0,CA,1684882822
531,toliara,-23.35,43.6667,64.04,75,0,10.74,MG,1684882915
532,gorontalo,0.5412,123.0595,78.08,87,99,1.57,ID,1684882760
533,kalymnos,36.95,26.9833,63.93,77,20,2.3,GR,1684882918
534,giado,31.9582,12.0203,67.64,48,0,20.29,LY,1684882919
535,narrabri,-30.3167,149.7833,57.74,31,24,1.92,AU,1684882920
536,manzini,-26.25,31.5,56.61,74,50,3.09,SZ,1684882921
537,la foa,-21.7108,165.8276,72.59,54,27,11.43,NC,1684882923
538,akom ii,2.7833,10.5667,72.03,99,95,1.86,CM,1684882924
539,bukama,-9.2,25.85,71.82,60,5,3.69,CD,1684882926
540,pagar alam,-4.0167,103.2667,65.93,96,38,3.42,ID,1684882927
541,east ballina,-28.8667,153.5833,59.79,78,8,5.26,AU,1684882928
542,santa marta de ortigueira,43.6833,-7.85,60.26,85,54,1.99,ES,1684882930
543,winnemucca,40.973,-117.7357,78.85,21,75,13.8,US,1684882931
544,mengcheng chengguanzhen,33.2661,116.566,61.11,72,100,1.19,CN,1684882932
545,beau vallon,-20.4189,57.6953,71.83,94,40,3.44,MU,1684882934
546,afif,23.9065,42.9172,76.41,43,94,15.46,SA,1684882935
547,opuwo,-18.0607,13.84,62.85,43,25,4.36,NA,1684882936
548,ringkobing,56.0901,8.244,50.02,85,89,18.88,DK,1684882938
549,macapa,0.0389,-51.0664,82.38,94,20,4.61,BR,1684882939
550,lazaro cardenas,17.9583,-102.2,86.43,61,47,10.58,MX,1684882738
551,vershino-darasunskiy,52.35,115.5167,46.96,54,14,12.19,RU,1684882942
552,abbeville,50.1,1.8333,45.09,92,94,6.31,FR,1684882844
553,cururupu,-1.8283,-44.8683,76.21,94,82,3.6,BR,1684882945
554,pashkovskiy,45.0231,39.1061,64.17,88,0,11.18,RU,1684882946
555,anloga,5.7947,0.8973,82.36,79,73,7.02,GH,1684882947
556,saint-francois,46.4154,3.9054,56.64,82,0,6.91,FR,1684882867
557,arenapolis,-14.4503,-56.8461,76.8,58,12,1.28,BR,1684882950
558,calvinia,-31.4707,19.776,53.37,36,75,3.47,ZA,1684882951
559,malango,-2.9627,119.9001,68.54,97,97,1.14,ID,1684882953
560,xiulin,29.7167,112.4,60.91,90,9,3.4,CN,1684882954
561,urangan,-25.3,152.9,63.19,84,0,10.45,AU,1684882955
562,boden,65.8252,21.6886,44.6,77,92,2.08,SE,1684882956
563,okhotsk,59.3833,143.3,42.35,61,0,3.27,RU,1684882958
564,kaa-khem,51.6833,94.7333,48.31,56,12,6.53,RU,1684882959
565,yelizovo,53.1873,158.3805,44.11,65,75,4.47,RU,1684882960
566,tezu,27.9167,96.1667,72.84,66,86,3.69,IN,1684882961
567,lebowakgomo,-24.2,29.5,48.65,81,23,4.12,ZA,1684882963
568,walla walla,46.0646,-118.343,69.51,42,0,5.01,US,1684882674
569,constitucion,-35.3333,-72.4167,55.06,81,71,11.45,CL,1684882832
570,coquimbo,-29.9533,-71.3436,62.33,82,0,2.3,CL,1684882832
571,verkhnevilyuysk,63.4453,120.3167,46.6,38,100,4.18,RU,1684882968
572,al qitena,14.8648,32.3668,91.87,9,0,5.59,SD,1684882969
573,windhoek,-22.5594,17.0832,58.71,36,0,3.44,NA,1684882970
